Timing is on.
 brand_id |                       brand                        | t_hour | t_minute | ext_price 
----------+----------------------------------------------------+--------+----------+-----------
  1003002 | exportiamalg #2                                    |     18 |       21 |          
  1003002 | exportiamalg #2                                    |     17 |        4 |          
  2001001 | amalgimporto #1                                    |      9 |       24 |          
  2003002 | exportiimporto #2                                  |     18 |       38 |          
  3003001 | exportiexporti #1                                  |     17 |        4 |          
  4001001 | amalgedu pack #1                                   |      8 |        3 |          
  4002002 | importoedu pack #2                                 |      9 |       16 |          
  5001002 | amalgscholar #2                                    |     19 |        8 |          
  5002001 | importoscholar #1                                  |      9 |       32 |          
  6012005 | importobrand #5                                    |     17 |       59 |          
  9003003 | exportimaxi #3                                     |     18 |       46 |          
  9014002 | edu packunivamalg #2                               |     19 |       51 |          
 10012011 | importoamalgamalg #11                              |      9 |        2 |          
  1003002 | exportiamalg #2                                    |      6 |       10 |  20570.00
  4004002 | edu packedu pack #2                                |      8 |       29 |  20134.73
  2004002 | edu packimporto #2                                 |      9 |       18 |  19176.64
  1001002 | amalgamalg #2                                      |     19 |       44 |  18638.88
  7014001 | edu packnameless #1                                |     19 |       27 |  18529.92
  2003001 | exportiimporto #1                                  |     19 |       20 |  18507.30
  1001002 | amalgamalg #2                                      |      8 |       53 |  17577.90
  1003001 | exportiamalg #1                                    |      6 |       32 |  16728.35
  9013009 | exportiunivamalg #9                                |      6 |       40 |  16486.68
  3003001 | exportiexporti #1                                  |     17 |        8 |  16478.34
  2001002 | amalgimporto #2                                    |     17 |       30 |  16251.13
 10012017 | importoamalgamalg #17                              |     18 |       19 |  15301.46
  9014002 | edu packunivamalg #2                               |      6 |       32 |  14996.70
  9012003 | importounivamalg #3                                |      9 |       16 |  14606.25
  1003001 | exportiamalg #1                                    |      8 |       10 |  14603.49
  7010009 | univnameless #9                                    |      9 |        2 |  14019.60
  5003001 | exportischolar #1                                  |      8 |        5 |  13896.36
  3002002 | importoexporti #2                                  |     18 |       40 |  13342.38
  9010009 | univunivamalg #9                                   |     18 |       26 |  13166.50
  6003008 | exporticorp #8                                     |     19 |       38 |  13020.00
  5001001 | amalgscholar #1                                    |      6 |       20 |  12920.64
  1001002 | amalgamalg #2                                      |      8 |       30 |  12807.32
  9013009 | exportiunivamalg #9                                |      6 |        7 |  12339.01
  9010009 | univunivamalg #9                                   |      6 |       30 |  12323.40
  1003001 | exportiamalg #1                                    |     18 |       33 |  12314.12
 10004004 | edu packunivamalg #4                               |      6 |       32 |  12287.60
  5002001 | importoscholar #1                                  |      7 |       17 |  11941.66
  7015009 | scholarnameless #9                                 |     19 |       13 |  11818.80
  5003002 | exportischolar #2                                  |     18 |       55 |  11798.11
  4001002 | amalgedu pack #2                                   |      8 |       43 |  11708.16
  4002001 | importoedu pack #1                                 |     17 |       17 |  11701.20
 10016006 | corpamalgamalg #6                                  |     17 |        0 |  11648.61
  8005005 | scholarnameless #5                                 |     17 |       42 |  11622.80
  1003002 | exportiamalg #2                                    |     19 |       26 |  11550.88
  1003001 | exportiamalg #1                                    |     19 |        9 |  11515.50
  4003001 | exportiedu pack #1                                 |     19 |       19 |  11504.22
  6005001 | scholarcorp #1                                     |     19 |       46 |  11404.11
  2002001 | importoimporto #1                                  |     17 |       15 |  11339.00
  3003001 | exportiexporti #1                                  |      7 |       40 |  11252.07
  5004002 | edu packscholar #2                                 |      8 |       13 |  11232.48
  2004002 | edu packimporto #2                                 |      9 |       52 |  11230.44
  5003001 | exportischolar #1                                  |     17 |       30 |  11172.48
  1001001 | amalgamalg #1                                      |      9 |       52 |  11037.10
  6008002 | namelesscorp #2                                    |      9 |       20 |  10929.74
  4004002 | edu packedu pack #2                                |     17 |       22 |  10896.27
  4003001 | exportiedu pack #1                                 |      8 |       39 |  10676.52
  8016006 | corpmaxi #6                                        |     18 |        1 |  10508.70
  5001002 | amalgscholar #2                                    |      9 |       47 |  10449.48
 10012001 | importoamalgamalg #1                               |     19 |       55 |  10357.42
  6008005 | namelesscorp #5                                    |     18 |       13 |  10152.61
 10013015 | exportiamalgamalg #15                              |      8 |       32 |  10142.44
  9014002 | edu packunivamalg #2                               |      9 |       57 |  10128.00
  1002002 | importoamalg #2                                    |     19 |       26 |  10113.32
  1002001 | importoamalg #1                                    |     17 |        0 |  10104.72
  1002001 | importoamalg #1                                    |     18 |       19 |  10098.84
  4003001 | exportiedu pack #1                                 |      9 |       45 |   9971.46
  5002001 | importoscholar #1                                  |     19 |       39 |   9845.94
 10012005 | importoamalgamalg #5                               |      8 |       12 |   9772.24
  4001001 | amalgedu pack #1                                   |     17 |       24 |   9711.99
  2002001 | importoimporto #1                                  |     18 |       19 |   9688.56
  9014002 | edu packunivamalg #2                               |      8 |        7 |   9634.06
  1004001 | edu packamalg #1                                   |     18 |       16 |   9593.97
  4004002 | edu packedu pack #2                                |     17 |        0 |   9467.73
  9008005 | namelessmaxi #5                                    |      9 |       51 |   9368.90
  6012008 | importobrand #8                                    |     18 |       38 |   9281.28
  9010009 | univunivamalg #9                                   |      9 |        7 |   9224.50
  3004001 | edu packexporti #1                                 |     17 |       24 |   9006.00
  5001001 | amalgscholar #1                                    |      9 |       47 |   8993.22
  7016001 | corpnameless #1                                    |      9 |       16 |   8959.18
  8013009 | exportimaxi #9                                     |      9 |       53 |   8908.80
  6006004 | corpcorp #4                                        |     19 |        6 |   8887.20
  2002001 | importoimporto #1                                  |      9 |       52 |   8886.26
  1003001 | exportiamalg #1                                    |     19 |       45 |   8838.59
 10002012 | importounivamalg #12                               |      7 |       20 |   8826.48
  1004001 | edu packamalg #1                                   |     18 |       36 |   8737.19
 10012001 | importoamalgamalg #1                               |     18 |       25 |   8736.96
  3003002 | exportiexporti #2                                  |     18 |       29 |   8735.04
  9014011 | edu packunivamalg #11                              |     19 |       16 |   8711.25
  5003002 | exportischolar #2                                  |     19 |       23 |   8651.34
  1003002 | exportiamalg #2                                    |      8 |        4 |   8566.86
  1001002 | amalgamalg #2                                      |      9 |        6 |   8525.88
  7013007 | exportinameless #7                                 |     17 |       10 |   8455.00
  9014002 | edu packunivamalg #2                               |      8 |       17 |   8412.60
 10012005 | importoamalgamalg #5                               |     18 |       43 |   8388.50
  8005008 | scholarnameless #8                                 |      9 |        6 |   8328.00
  5003002 | exportischolar #2                                  |      7 |       57 |   8313.60
  1001001 | amalgamalg #1                                      |     18 |       27 |   8309.70
  1003001 | exportiamalg #1                                    |     17 |       33 |   8300.34
  4003001 | exportiedu pack #1                                 |     17 |       28 |   8299.00
  5003001 | exportischolar #1                                  |     18 |       53 |   8297.68
  3004001 | edu packexporti #1                                 |      9 |       38 |   8288.73
  2002001 | importoimporto #1                                  |      8 |       21 |   8280.00
  9013009 | exportiunivamalg #9                                |     19 |       34 |   8229.70
  2004001 | edu packimporto #1                                 |      9 |       12 |   8210.16
  7012003 | importonameless #3                                 |     17 |       58 |   8199.94
  1004002 | edu packamalg #2                                   |      9 |       45 |   8189.71
  7010004 | univnameless #4                                    |     17 |       13 |   8164.35
  2003002 | exportiimporto #2                                  |     18 |       48 |   8157.34
  5002002 | importoscholar #2                                  |     18 |       50 |   8147.20
  8004009 | edu packnameless #9                                |     18 |       37 |   8137.60
  1001001 | amalgamalg #1                                      |      6 |       54 |   8112.57
  6006003 | corpcorp #3                                        |     18 |       42 |   8102.90
  7001005 | amalgbrand #5                                      |     19 |       18 |   8063.04
  8012005 | importomaxi #5                                     |     17 |       52 |   8044.41
  3001001 | amalgexporti #1                                    |      8 |       34 |   8041.14
  1003001 | exportiamalg #1                                    |     17 |       18 |   8008.91
  2003001 | exportiimporto #1                                  |     19 |       23 |   8007.68
  9015011 | scholarunivamalg #11                               |      8 |        6 |   7984.24
  3002002 | importoexporti #2                                  |      9 |       33 |   7918.02
  5003001 | exportischolar #1                                  |      7 |       40 |   7904.70
  8013009 | exportimaxi #9                                     |     18 |        9 |   7900.90
  5003002 | exportischolar #2                                  |     18 |       54 |   7899.78
  4004001 | edu packedu pack #1                                |     19 |       21 |   7885.44
  6008007 | namelesscorp #7                                    |      8 |       30 |   7884.51
  4004001 | edu packedu pack #1                                |      8 |       16 |   7866.00
  3003001 | exportiexporti #1                                  |     17 |       20 |   7858.00
  7009003 | maxibrand #3                                       |     18 |       57 |   7851.60
  7004006 | edu packbrand #6                                   |     18 |       12 |   7705.28
  1003002 | exportiamalg #2                                    |      7 |       23 |   7692.16
  1002001 | importoamalg #1                                    |     19 |       49 |   7691.48
  3002002 | importoexporti #2                                  |     19 |        6 |   7685.52
  3002001 | importoexporti #1                                  |      9 |       35 |   7665.60
  6015006 | scholarbrand #6                                    |     19 |       41 |   7655.30
  1001002 | amalgamalg #2                                      |      9 |        4 |   7649.20
  6016003 | corpbrand #3                                       |      7 |       22 |   7636.68
  6008002 | namelesscorp #2                                    |     17 |        2 |   7616.82
  2002001 | importoimporto #1                                  |      9 |        3 |   7604.44
  7004007 | edu packbrand #7                                   |      8 |        8 |   7587.06
  1003001 | exportiamalg #1                                    |      9 |        0 |   7575.78
  3004002 | edu packexporti #2                                 |      9 |       16 |   7556.72
  1001001 | amalgamalg #1                                      |     19 |       46 |   7528.64
  4004002 | edu packedu pack #2                                |     18 |       12 |   7515.64
  2001001 | amalgimporto #1                                    |     18 |       55 |   7498.38
  8014005 | edu packmaxi #5                                    |     19 |       54 |   7486.80
  7001005 | amalgbrand #5                                      |      9 |       19 |   7472.08
  1002002 | importoamalg #2                                    |      6 |       53 |   7469.99
  5002002 | importoscholar #2                                  |     19 |       44 |   7448.91
  4004001 | edu packedu pack #1                                |     17 |        8 |   7434.70
  7011001 | amalgnameless #1                                   |     17 |       50 |   7417.26
  1001002 | amalgamalg #2                                      |     18 |        2 |   7384.08
  9008005 | namelessmaxi #5                                    |     19 |        0 |   7375.20
  7016001 | corpnameless #1                                    |     18 |       50 |   7336.76
  2003001 | exportiimporto #1                                  |     18 |       25 |   7286.22
  3002001 | importoexporti #1                                  |      9 |       11 |   7274.90
  8014005 | edu packmaxi #5                                    |     19 |       10 |   7260.03
  6006003 | corpcorp #3                                        |     17 |       23 |   7191.36
  3002002 | importoexporti #2                                  |     17 |       22 |   7182.08
 10016003 | corpamalgamalg #3                                  |      9 |       40 |   7167.60
  7013001 | exportinameless #1                                 |     18 |       40 |   7150.00
  1004002 | edu packamalg #2                                   |     19 |       49 |   7119.88
  7004007 | edu packbrand #7                                   |     17 |       38 |   7115.43
  2002001 | importoimporto #1                                  |      9 |       18 |   7091.68
  5003002 | exportischolar #2                                  |      9 |       47 |   7079.06
  6008007 | namelesscorp #7                                    |     18 |       54 |   7047.41
  1001001 | amalgamalg #1                                      |      8 |       20 |   7041.57
 10015017 | scholaramalgamalg #17                              |     18 |       47 |   7008.52
  9015009 | scholarunivamalg #9                                |      7 |       52 |   7005.24
  3003002 | exportiexporti #2                                  |      9 |       58 |   7000.76
  4004002 | edu packedu pack #2                                |      9 |       51 |   6968.64
  1004002 | edu packamalg #2                                   |     18 |        1 |   6964.56
  3002001 | importoexporti #1                                  |      8 |       58 |   6912.75
  1001002 | amalgamalg #2                                      |     17 |       14 |   6903.12
  3001002 | amalgexporti #2                                    |     19 |       26 |   6893.37
  6008002 | namelesscorp #2                                    |     19 |       49 |   6874.96
  2001001 | amalgimporto #1                                    |      8 |       19 |   6827.22
 10011009 | amalgamalgamalg #9                                 |      6 |       29 |   6786.00
  8005005 | scholarnameless #5                                 |      7 |       25 |   6745.29
 10003016 | exportiunivamalg #16                               |     18 |       37 |   6709.80
  5001001 | amalgscholar #1                                    |     17 |        8 |   6695.62
  5004002 | edu packscholar #2                                 |     17 |       32 |   6689.60
  4001002 | amalgedu pack #2                                   |     19 |        3 |   6652.05
  4002001 | importoedu pack #1                                 |      8 |       50 |   6626.90
  1004002 | edu packamalg #2                                   |      8 |       47 |   6611.40
  8007005 | brandnameless #5                                   |      8 |       14 |   6551.46
  9013009 | exportiunivamalg #9                                |     17 |       38 |   6541.08
  9010009 | univunivamalg #9                                   |     17 |       28 |   6530.84
  5003001 | exportischolar #1                                  |     18 |       26 |   6519.60
  4001001 | amalgedu pack #1                                   |     17 |       18 |   6512.35
  2001002 | amalgimporto #2                                    |      9 |       29 |   6492.35
  5002002 | importoscholar #2                                  |     17 |        9 |   6486.72
  4001002 | amalgedu pack #2                                   |     18 |       51 |   6449.90
  3002001 | importoexporti #1                                  |     18 |       17 |   6445.53
  1001001 | amalgamalg #1                                      |     17 |       34 |   6438.99
  8012005 | importomaxi #5                                     |      7 |       35 |   6425.61
  4003001 | exportiedu pack #1                                 |      9 |        5 |   6424.88
  1004002 | edu packamalg #2                                   |     19 |       47 |   6404.58
  8005008 | scholarnameless #8                                 |     17 |       37 |   6375.09
  5002001 | importoscholar #1                                  |     18 |       16 |   6359.25
  8005005 | scholarnameless #5                                 |     17 |       59 |   6343.72
  1001002 | amalgamalg #2                                      |      8 |       52 |   6308.00
  1001001 | amalgamalg #1                                      |      9 |        5 |   6296.55
  2003002 | exportiimporto #2                                  |     19 |       51 |   6272.73
  7009010 | maxibrand #10                                      |      7 |       30 |   6256.70
  6011005 | amalgbrand #5                                      |      9 |       18 |   6250.04
  2001002 | amalgimporto #2                                    |      9 |       52 |   6233.78
  8012005 | importomaxi #5                                     |     17 |       53 |   6231.26
  7011001 | amalgnameless #1                                   |     19 |       27 |   6228.90
  8013007 | exportimaxi #7                                     |      9 |       31 |   6197.52
  1003002 | exportiamalg #2                                    |     18 |        2 |   6146.99
  9016003 | corpunivamalg #3                                   |     17 |       49 |   6124.98
  4003001 | exportiedu pack #1                                 |      9 |       19 |   6108.24
  7014001 | edu packnameless #1                                |     17 |       50 |   6103.70
  1003002 | exportiamalg #2                                    |      9 |       43 |   6087.22
  1001001 | amalgamalg #1                                      |      9 |       51 |   6052.89
  2002001 | importoimporto #1                                  |     18 |       43 |   6047.32
  7009010 | maxibrand #10                                      |     18 |       35 |   6032.50
  2001002 | amalgimporto #2                                    |     19 |       22 |   6027.16
  4004001 | edu packedu pack #1                                |      7 |       57 |   6020.33
  2003001 | exportiimporto #1                                  |     17 |       18 |   6020.12
  6011008 | amalgbrand #8                                      |     17 |       57 |   6008.22
  8005008 | scholarnameless #8                                 |      6 |       12 |   5968.10
  8004009 | edu packnameless #9                                |     17 |       25 |   5964.77
  8012005 | importomaxi #5                                     |     17 |       13 |   5959.13
  1001001 | amalgamalg #1                                      |     17 |       50 |   5957.40
  9008002 | namelessmaxi #2                                    |      8 |       35 |   5951.40
  6015006 | scholarbrand #6                                    |     17 |       26 |   5935.86
 10013013 | exportiamalgamalg #13                              |     18 |       56 |   5932.96
  9013009 | exportiunivamalg #9                                |     19 |       36 |   5929.61
  8016006 | corpmaxi #6                                        |      9 |       27 |   5924.96
  7007004 | brandbrand #4                                      |     18 |        7 |   5896.02
  9003003 | exportimaxi #3                                     |     17 |       46 |   5889.84
  4004002 | edu packedu pack #2                                |     18 |       52 |   5869.95
  5002001 | importoscholar #1                                  |     18 |       19 |   5863.16
  6007003 | brandcorp #3                                       |     17 |       26 |   5822.88
  1003001 | exportiamalg #1                                    |     19 |       17 |   5819.40
 10004004 | edu packunivamalg #4                               |      7 |       33 |   5796.90
  7003002 | exportibrand #2                                    |     17 |       46 |   5780.76
 10016016 | corpamalgamalg #16                                 |      6 |       33 |   5738.85
 10015017 | scholaramalgamalg #17                              |      8 |       21 |   5736.66
  4003001 | exportiedu pack #1                                 |      8 |       30 |   5713.29
  1001002 | amalgamalg #2                                      |     17 |       11 |   5708.40
  4001002 | amalgedu pack #2                                   |     17 |        7 |   5707.04
  3004001 | edu packexporti #1                                 |     17 |       45 |   5699.25
  1003002 | exportiamalg #2                                    |     17 |       15 |   5673.60
 10009015 | maxiunivamalg #15                                  |     18 |       47 |   5671.48
  7001005 | amalgbrand #5                                      |      9 |       34 |   5665.08
  1001002 | amalgamalg #2                                      |     18 |       58 |   5663.58
  8003010 | exportinameless #10                                |     17 |       14 |   5628.48
  6016003 | corpbrand #3                                       |      9 |       34 |   5619.04
  3004002 | edu packexporti #2                                 |      8 |       17 |   5607.44
  1003002 | exportiamalg #2                                    |     17 |       45 |   5592.96
  9015009 | scholarunivamalg #9                                |      6 |        1 |   5578.24
  6009004 | maxicorp #4                                        |      9 |       56 |   5561.62
  3002001 | importoexporti #1                                  |     18 |       22 |   5554.64
  2002001 | importoimporto #1                                  |     17 |       10 |   5545.02
  1002001 | importoamalg #1                                    |     17 |       58 |   5540.04
  3003001 | exportiexporti #1                                  |     19 |        6 |   5483.52
  9014011 | edu packunivamalg #11                              |      8 |       16 |   5461.76
 10015017 | scholaramalgamalg #17                              |      8 |        3 |   5456.62
  7003002 | exportibrand #2                                    |     19 |       38 |   5449.14
  8013009 | exportimaxi #9                                     |      9 |       42 |   5446.40
