Timing is on.
 i_manager_id | sum_sales |   avg_monthly_sales   
--------------+-----------+-----------------------
            1 |   1425.80 | 3074.3175000000000000
            1 |   1682.38 | 3074.3175000000000000
            1 |   1785.10 | 3074.3175000000000000
            1 |   1942.34 | 3074.3175000000000000
            1 |   2001.82 | 3074.3175000000000000
            1 |   2272.13 | 3074.3175000000000000
            1 |   2337.28 | 3074.3175000000000000
            1 |   4269.93 | 3074.3175000000000000
            1 |   4619.00 | 3074.3175000000000000
            1 |   5342.67 | 3074.3175000000000000
            1 |   6341.66 | 3074.3175000000000000
            2 |    624.18 | 1854.3150000000000000
            2 |    875.31 | 1854.3150000000000000
            2 |   1014.41 | 1854.3150000000000000
            2 |   1157.75 | 1854.3150000000000000
            2 |   1164.46 | 1854.3150000000000000
            2 |   1283.93 | 1854.3150000000000000
            2 |   1393.81 | 1854.3150000000000000
            2 |   2523.20 | 1854.3150000000000000
            2 |   2590.11 | 1854.3150000000000000
            2 |   3658.60 | 1854.3150000000000000
            2 |   4028.40 | 1854.3150000000000000
            3 |   2456.74 | 4209.0908333333333333
            3 |   2683.12 | 4209.0908333333333333
            3 |   2711.25 | 4209.0908333333333333
            3 |   2797.65 | 4209.0908333333333333
            3 |   3001.72 | 4209.0908333333333333
            3 |   3406.03 | 4209.0908333333333333
            3 |   3601.10 | 4209.0908333333333333
            3 |   5091.70 | 4209.0908333333333333
            3 |   5360.59 | 4209.0908333333333333
            3 |   7111.45 | 4209.0908333333333333
            3 |   7735.29 | 4209.0908333333333333
            4 |   1124.87 | 2563.1100000000000000
            4 |   1212.83 | 2563.1100000000000000
            4 |   1335.12 | 2563.1100000000000000
            4 |   1420.04 | 2563.1100000000000000
            4 |   1534.50 | 2563.1100000000000000
            4 |   1635.31 | 2563.1100000000000000
            4 |   1770.41 | 2563.1100000000000000
            4 |   3364.52 | 2563.1100000000000000
            4 |   3504.81 | 2563.1100000000000000
            4 |   4007.11 | 2563.1100000000000000
            4 |   4017.89 | 2563.1100000000000000
            4 |   5829.91 | 2563.1100000000000000
            5 |   1959.74 | 4311.3450000000000000
            5 |   1982.23 | 4311.3450000000000000
            5 |   2059.18 | 4311.3450000000000000
            5 |   2121.41 | 4311.3450000000000000
            5 |   2280.36 | 4311.3450000000000000
            5 |   2498.47 | 4311.3450000000000000
            5 |   3167.61 | 4311.3450000000000000
            5 |   5768.47 | 4311.3450000000000000
            5 |   5844.26 | 4311.3450000000000000
            5 |   6016.52 | 4311.3450000000000000
            5 |   7621.33 | 4311.3450000000000000
            5 |  10416.56 | 4311.3450000000000000
            6 |   2303.87 | 5292.7333333333333333
            6 |   2521.70 | 5292.7333333333333333
            6 |   2878.11 | 5292.7333333333333333
            6 |   2905.45 | 5292.7333333333333333
            6 |   3050.50 | 5292.7333333333333333
            6 |   3692.06 | 5292.7333333333333333
            6 |   3881.84 | 5292.7333333333333333
            6 |   6720.62 | 5292.7333333333333333
            6 |   6878.97 | 5292.7333333333333333
            6 |   6985.21 | 5292.7333333333333333
            6 |  10363.95 | 5292.7333333333333333
            6 |  11330.52 | 5292.7333333333333333
            7 |   2226.40 | 4456.8350000000000000
            7 |   2246.81 | 4456.8350000000000000
            7 |   2307.84 | 4456.8350000000000000
            7 |   2325.09 | 4456.8350000000000000
            7 |   2441.40 | 4456.8350000000000000
            7 |   2547.53 | 4456.8350000000000000
            7 |   2842.47 | 4456.8350000000000000
            7 |   5386.99 | 4456.8350000000000000
            7 |   5607.56 | 4456.8350000000000000
            7 |   7127.27 | 4456.8350000000000000
            7 |   9022.44 | 4456.8350000000000000
            7 |   9400.22 | 4456.8350000000000000
            8 |   2511.85 | 5147.5941666666666667
            8 |   2536.50 | 5147.5941666666666667
            8 |   2648.77 | 5147.5941666666666667
            8 |   2743.62 | 5147.5941666666666667
            8 |   3709.85 | 5147.5941666666666667
            8 |   3822.14 | 5147.5941666666666667
            8 |   3908.98 | 5147.5941666666666667
            8 |   6176.27 | 5147.5941666666666667
            8 |   6341.38 | 5147.5941666666666667
            8 |   6854.25 | 5147.5941666666666667
            8 |   9974.76 | 5147.5941666666666667
            8 |  10542.76 | 5147.5941666666666667
            9 |   1087.10 | 3642.3358333333333333
            9 |   1843.42 | 3642.3358333333333333
            9 |   2056.38 | 3642.3358333333333333
            9 |   2104.63 | 3642.3358333333333333
            9 |   2278.91 | 3642.3358333333333333
            9 |   2316.15 | 3642.3358333333333333
            9 |   3118.58 | 3642.3358333333333333
(100 rows)

Time: 1387,245 ms (00:01,387)
