Timing is on.
 ca_state | cd_gender | cd_marital_status | cd_dep_count | cnt1 | max | sum | max | cd_dep_employed_count | cnt2 | max | sum | max | cd_dep_college_count | cnt3 | max | sum | max 
----------+-----------+-------------------+--------------+------+-----+-----+-----+-----------------------+------+-----+-----+-----+----------------------+------+-----+-----+-----
 AK       | F         | D                 |            0 |    1 |   0 |   0 |   0 |                     2 |    1 |   2 |   2 |   2 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | D                 |            0 |    1 |   0 |   0 |   0 |                     6 |    1 |   6 |   6 |   6 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | D                 |            1 |    1 |   1 |   1 |   1 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | D                 |            2 |    1 |   2 |   2 |   2 |                     0 |    1 |   0 |   0 |   0 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | D                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | D                 |            2 |    1 |   2 |   2 |   2 |                     3 |    1 |   3 |   3 |   3 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | D                 |            3 |    1 |   3 |   3 |   3 |                     0 |    1 |   0 |   0 |   0 |                    1 |    1 |   1 |   1 |   1
 AK       | F         | D                 |            3 |    1 |   3 |   3 |   3 |                     1 |    1 |   1 |   1 |   1 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | D                 |            3 |    1 |   3 |   3 |   3 |                     2 |    1 |   2 |   2 |   2 |                    5 |    1 |   5 |   5 |   5
 AK       | F         | D                 |            3 |    1 |   3 |   3 |   3 |                     3 |    1 |   3 |   3 |   3 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | D                 |            3 |    1 |   3 |   3 |   3 |                     4 |    1 |   4 |   4 |   4 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | D                 |            4 |    1 |   4 |   4 |   4 |                     0 |    1 |   0 |   0 |   0 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | D                 |            4 |    1 |   4 |   4 |   4 |                     1 |    1 |   1 |   1 |   1 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | D                 |            4 |    1 |   4 |   4 |   4 |                     4 |    1 |   4 |   4 |   4 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | D                 |            5 |    1 |   5 |   5 |   5 |                     0 |    1 |   0 |   0 |   0 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | D                 |            5 |    1 |   5 |   5 |   5 |                     1 |    1 |   1 |   1 |   1 |                    0 |    1 |   0 |   0 |   0
 AK       | F         | D                 |            5 |    1 |   5 |   5 |   5 |                     1 |    1 |   1 |   1 |   1 |                    2 |    1 |   2 |   2 |   2
 AK       | F         | D                 |            6 |    1 |   6 |   6 |   6 |                     0 |    1 |   0 |   0 |   0 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | D                 |            6 |    1 |   6 |   6 |   6 |                     5 |    1 |   5 |   5 |   5 |                    4 |    1 |   4 |   4 |   4
 AK       | F         | M                 |            0 |    1 |   0 |   0 |   0 |                     5 |    1 |   5 |   5 |   5 |                    6 |    1 |   6 |   6 |   6
 AK       | F         | M                 |            1 |    1 |   1 |   1 |   1 |                     0 |    1 |   0 |   0 |   0 |                    3 |    1 |   3 |   3 |   3
 AK       | F         | M                 |            1 |    1 |   1 |   1 |   1 |                     1 |    1 |   1 |   1 |   1 |                    3 |    1 |   3 |   3 |   3
