1,6.196,0.34,0.203,0.243,0.202,0.211
2,1.06,0.338,0.419,0.32,0.321,0.489
3,0.774,0.345,0.337,0.335,0.355,0.364
4,,,,,,
5,2.986,1.433,1.168,1.561,1.402,1.102
6,,,,,,
7,4.499,1.145,0.8,0.758,0.682,0.723
8,6.029,0.87,0.697,0.656,0.894,0.588
9,0.667,0.422,0.391,0.411,0.533,0.383
10,2.794,1.081,0.802,0.956,1,0.777
11,,,,,,
12,1.321,0.387,0.38,0.377,0.417,0.422
13,15.221,1.225,1.732,1.224,1.697,1.415
14_1,15.394,4.147,2.12,3.055,2.049,2.189
14_2,2.207,1.749,1.794,1.691,2.468,1.952
15,1.196,0.669,0.501,0.472,0.576,0.602
16,13.202,1.319,1.051,1.058,1.033,1.271
17,13.324,10.91,11.587,10.455,21.21,11.908
18,2.203,3.165,2.83,1.841,2.228,2.489
19,1.659,1.441,1.742,1.607,2.473,1.557
20,0.36,0.341,0.338,0.325,0.424,0.383
21,6.31,0.533,0.551,0.628,0.765,0.61
22,0.402,0.545,0.43,0.628,0.304,0.421
23_1,1.742,0.984,1.215,1.056,1.518,1.209
23_2,2.718,2.038,1.933,2.75,2.09,1.833
24_1,4.115,2.282,2.31,2.175,2.633,2.08
24_2,3.286,2.592,2.029,2.546,3.001,2.796
25,23.704,29.886,22.692,35.012,29.289,21.917
26,0.693,0.924,1.21,0.95,1.367,0.821
27,0.998,0.925,0.651,1.001,1.206,0.727
28,0.858,1.195,0.703,0.725,0.991,0.944
29,13.912,14.76,13.282,13.982,21.531,18.125
30,0.519,0.412,0.52,0.411,0.63,0.473
31,2.353,1.812,1.844,1.521,1.624,1.875
32,0.416,0.333,0.453,0.343,0.405,0.328
33,1.545,1.627,1.401,1.643,1.952,1.607
34,0.494,0.43,0.464,0.437,0.39,0.526
35,0.851,0.862,0.857,0.789,0.729,0.748
36,0.472,0.451,0.455,0.471,0.434,0.47
37,12.778,0.816,0.8,0.882,0.763,0.769
38,0.515,0.618,1.949,0.64,0.573,0.749
39_1,0.998,0.696,0.543,0.542,0.587,0.575
39_2,0.684,0.547,0.547,0.548,0.579,0.862
40,64.346,1.27,1.17,1.118,1.465,1.528
41,0.41,0.384,0.332,0.37,0.356,0.432
42,0.332,0.342,0.357,0.372,0.365,0.362
43,0.289,0.353,0.412,0.408,0.297,0.297
44,0.441,0.373,0.392,0.396,0.498,0.403
45,1.097,0.998,0.921,1.044,1.149,1.128
46,0.754,0.624,0.701,0.795,1.042,2.98
47,,,,,,
48,1.077,0.877,1.035,1.047,1.193,1.111
49,4.51,2.079,2.457,1.985,2.525,2.503
50,2.367,1.629,1.537,1.941,2.051,2.043
51,0.367,0.421,0.426,0.364,0.511,0.336
52,0.523,0.433,0.339,0.306,0.397,0.364
53,0.854,0.869,0.88,0.696,0.653,0.602
54,0.769,0.689,0.763,0.701,0.889,0.837
55,0.342,0.416,0.347,0.349,0.389,0.324
56,2.238,2.504,2.247,2.195,2.2,2.804
57,,,,,,
58,1.311,1.393,0.955,1.286,1.413,1.067
59,1.434,1.385,0.993,1.224,1.279,1.037
60,3.389,2.967,2.096,2.585,2.2,3.062
61,3.238,2.718,3.405,3.071,3,3.072
62,11.993,0.726,0.486,0.648,0.484,0.544
63,0.719,0.679,0.729,0.735,1.192,0.889
64,92.639,79.613,66.863,70.13,67.168,66.218
65,0.509,0.46,0.472,0.442,0.481,0.443
66,1.754,2.287,1.912,1.834,1.784,2.513
67,0.538,0.605,0.477,0.538,0.44,0.449
68,1.084,0.614,0.603,0.63,0.801,0.874
69,1.012,0.852,1.008,0.8,1.432,0.859
70,0.653,0.468,0.608,0.43,0.515,0.432
71,1.034,0.494,0.487,0.515,0.455,0.447
72,13.319,12.351,11.297,12.924,12.965,14.292
73,0.731,0.423,0.506,0.643,0.443,0.516
74,,,,,,
75,2.438,2.668,2.06,2.226,2.575,2.208
76,0.762,0.604,0.874,0.605,0.882,0.695
77,1.545,0.975,1.446,0.879,0.891,1.019
78,1.866,1.737,1.682,2.036,2.014,1.731
79,0.572,0.388,0.432,0.437,0.424,0.405
80,16.329,4.334,3.897,3.713,3.708,4.273
81,,,,,,
82,0.896,0.768,0.782,0.748,0.789,0.738
83,1.24,1.132,1.1,1.069,1.11,1.066
84,1.316,1.131,0.98,1.271,1.007,1.359
85,8.134,6.884,8.654,6.93,7.176,6.671
86,0.553,0.452,0.333,0.374,0.36,0.401
87,0.671,0.779,0.578,0.578,0.63,0.575
88,2.742,2.72,2.749,4.699,2.531,2.93
89,0.811,0.775,0.623,0.608,0.594,0.766
90,0.878,0.526,0.519,0.548,0.603,0.589
91,1.156,1.095,1.192,1.155,1.205,1.201
92,0.368,0.465,0.332,0.373,0.482,0.454
93,1.995,1.153,1.124,0.91,0.929,1.13
94,1.662,1.5,1.077,1.52,1.396,1.221
95,1.113,1.091,1.232,1.086,1.391,1.108
96,0.598,0.314,0.413,0.37,0.357,0.389
97,0.372,0.306,0.387,0.477,0.442,0.374
98,0.427,0.331,0.437,0.443,0.363,0.329
99,0.601,0.5,0.594,0.512,0.625,1.02
