1,6.835,0.267,0.254,0.211,0.209,0.217
2,6.223,0.334,0.324,0.331,0.317,0.328
3,234.098,0.421,0.338,0.346,0.333,0.435
4,,,,,,
5,14.479,1.134,1.132,1.144,1.173,1.131
6,,,,,,
7,18.007,5.047,0.684,0.977,0.958,0.763
8,13.628,0.856,0.705,0.603,0.633,0.598
9,1.381,0.439,0.39,0.376,0.539,0.437
10,8.973,40.169,0.884,0.851,0.884,0.894
11,,,,,,
12,6.847,0.358,0.329,0.341,0.33,0.329
13,16.426,1.288,1.233,1.272,1.468,1.231
14_1,,,,,,
14_2,,,,,,
15,40.327,0.535,0.584,0.588,0.583,0.56
16,3.799,1.369,1.061,1.125,1.3,1.087
17,24.152,12.42,9.964,11.194,10.365,10.119
18,9.278,1.945,1.924,1.963,2.858,1.92
19,3.323,1.657,1.377,1.378,1.375,1.35
20,0.379,0.356,0.335,0.349,0.338,0.352
21,8.32,0.669,0.788,0.887,0.629,0.744
22,,,,,,
23_1,,,,,,
23_2,,,,,,
24_1,16.132,3.308,2.26,2.673,2.272,2.328
24_2,2.65,2.361,2.862,2.276,2.677,2.664
25,24.798,20.418,20.423,18.352,18.625,18.19
26,7.147,0.698,0.805,0.969,0.826,0.798
27,11.817,0.978,0.745,0.768,0.692,0.687
28,41.128,0.725,1.097,0.707,0.72,1.047
29,11.723,13.541,11.739,11.572,11.564,13.105
30,,,,,,
31,,,,,,
32,1.343,0.348,0.469,0.362,0.348,0.343
33,11.97,3.715,1.422,1.481,1.454,1.502
34,4.691,0.399,0.402,0.609,0.577,0.418
35,3.7,0.793,1.142,0.798,0.804,1.377
36,7.125,0.57,0.433,0.785,0.449,0.441
37,20.884,0.782,0.776,1.093,0.768,1.087
38,0.846,0.655,0.555,0.53,0.707,0.531
39_1,221.546,0.562,0.679,0.836,0.791,0.55
39_2,0.866,0.544,0.542,0.805,0.573,0.587
40,8.496,1.119,1.585,1.633,1.676,1.72
41,1.572,0.445,0.36,0.725,0.487,0.331
42,4.405,0.312,0.347,0.309,0.315,0.398
43,6.395,0.325,0.321,0.463,0.447,0.418
44,1.32,0.63,0.498,0.636,0.343,0.331
45,13.656,2.243,0.894,0.897,0.913,0.923
46,3.97,0.737,0.685,0.713,0.691,0.697
47,,,,,,
48,3.891,0.901,0.941,0.898,1.063,0.944
49,18.608,2.097,2.663,2.123,2.147,3.006
50,1.753,2.381,1.621,1.59,1.609,1.637
51,0.353,0.465,0.485,0.34,0.494,0.408
52,2.356,0.414,0.365,0.366,0.346,0.357
53,0.615,0.637,0.769,0.772,0.659,0.762
54,1.825,0.712,1.112,1.031,0.798,1.107
55,0.409,0.34,0.459,0.533,0.802,0.421
56,7.782,2.816,2.419,2.187,2.302,2.23
57,,,,,,
58,2.001,1.589,1.345,1.448,1.389,0.948
59,1.399,1.439,3.45,1.384,1.742,1.655
60,6.978,3.416,3.714,2.167,2.287,2.127
61,11.422,2.607,2.562,2.466,2.349,2.383
62,5.023,0.511,0.679,0.593,0.491,0.548
63,12.148,2.788,0.798,0.638,0.71,0.623
64,136.093,89.237,66.797,67.069,98.847,85.591
65,1.178,0.474,0.466,0.946,0.694,0.448
66,7.153,1.725,1.997,1.66,1.671,1.944
67,,,,,,
68,1.818,2.731,0.824,0.829,0.666,0.764
69,4.78,1.37,1.026,0.991,1.125,1.415
70,1.712,0.79,0.817,0.643,0.491,0.472
71,5.15,0.407,0.401,0.423,0.421,0.406
72,25.792,15.94,11.182,11.898,11.061,12.611
73,1.819,0.844,0.502,0.648,0.433,0.487
74,,,,,,
75,18.803,5.379,2.145,2.16,2.695,2.179
76,0.972,0.597,0.599,0.645,0.586,0.622
77,8.757,0.999,0.927,0.942,0.916,0.907
78,,,,,,
79,4.941,0.46,0.389,0.395,0.454,0.394
80,8.627,15.64,6.76,4.905,3.949,4.687
81,,,,,,
82,7.337,2.686,0.863,0.775,0.938,0.749
83,1.853,1.415,1.24,1.114,1.162,1.081
84,14.51,0.996,1.695,0.987,0.966,0.964
85,13.392,8.1,10.226,7.652,6.719,10.008
86,2.061,0.475,0.355,0.348,0.387,0.306
87,14.969,0.591,0.548,0.521,0.525,1.183
88,7.919,3.22,2.808,2.807,2.434,4.645
89,11.657,0.927,0.804,0.75,0.904,0.916
90,4.344,0.645,0.634,0.654,0.795,0.694
91,12.709,1.343,2.016,1.689,1.612,1.652
92,4.294,0.481,0.416,0.433,0.664,0.366
93,16.463,3.378,1.361,0.966,0.988,1.357
94,4.338,1.541,1.061,1.054,1.068,1.056
95,,,,,,
96,3.562,0.317,0.712,0.321,0.666,0.304
97,1.604,0.352,0.321,0.292,0.387,0.317
98,0.502,0.328,0.327,0.323,0.338,0.325
99,0.583,0.555,0.483,0.556,0.479,0.545
