Timing is on.
 s_store_name1 |   s_store_id1    | d_week_seq1 |        ?column?        |        ?column?        |        ?column?        |        ?column?        |        ?column?        |        ?column?        |        ?column?        
---------------+------------------+-------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5201 | 0.88388585118699634329 | 1.24437509171372967564 | 0.73188276001877261531 |     1.9013040257785704 | 0.52984498888146933166 | 0.76434739288384081884 | 0.84633387387174115181
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
 able          | AAAAAAAAACAAAAAA |        5202 | 0.99196818508358856677 | 0.72790807227902932125 | 1.32201481276018662912 | 1.28651445844826043671 | 1.02657208258590537814 | 1.14514233921029092168 | 1.20701261065810802390
