Timing is on.
         ca_county         | d_year |   web_q1_q2_increase   |  store_q1_q2_increase  |   web_q2_q3_increase   |  store_q2_q3_increase  
---------------------------+--------+------------------------+------------------------+------------------------+------------------------
 Crane County              |   2000 | 0.35047696256999927239 | 0.33140942678907269443 |     2.6536180855233949 |     2.3280722115657427
 Charlottesville city      |   2000 | 0.38233131300936061625 | 0.33163444433159091960 |     2.1992072668888069 |     1.8901578773757486
 Wabaunsee County          |   2000 | 0.46335848558228219984 | 0.23629945691297740087 |     3.2362104849591514 |     3.2075417079938929
 Dooly County              |   2000 | 0.47289854786376911273 | 0.34111962522627285690 |     6.3578821397421440 |     2.9777380927827228
 Lunenburg County          |   2000 | 0.53240560319439994822 | 0.39545982540087312153 |     2.7532481738574385 |     1.6486354940019747
 Ashley County             |   2000 | 0.56718886861175031660 | 0.33037957354912342642 |     4.2711873596737944 |     3.3002570487715418
 Jewell County             |   2000 | 0.56957598822534413048 | 0.56206309099073028834 |     3.2192521964621898 |     1.8170605110336754
 Laurens County            |   2000 | 0.57125890282309378138 | 0.55043480152986753436 |     3.5686624831971738 |     3.0432167742045277
 Oliver County             |   2000 | 0.57661706527574521704 | 0.51602727915862341811 |     5.6273951451178847 |     4.6431331727044139
 Saline County             |   2000 | 0.58089551615685726323 | 0.57710610911241165254 |     3.0919717660239296 |     2.8167101810021020
 Williamsburg County       |   2000 | 0.59738247764221721410 | 0.52277065901064264548 |     3.0929984696554777 |     1.7896503612675011
 Oakland County            |   2000 | 0.60179126620920053687 | 0.41615665629369942038 |     5.6540342402432123 |     3.1936140020751745
 Elko County               |   2000 | 0.62950838579284858219 | 0.50598029616348154441 |     6.9627851361562558 |     4.0147369521978455
 Harper County             |   2000 | 0.67574253884739507188 | 0.56336805342939009489 |     2.6998545697640628 |     1.7109544688968163
 Davison County            |   2000 | 0.69008531034989813513 | 0.68105444723729568175 |     2.4802837449800750 |     1.8266617132051420
 Wakulla County            |   2000 | 0.72738894774752910391 | 0.69703994906485338884 |     3.0148822620738921 |     2.4391397186634346
 Litchfield County         |   2000 | 0.75735840058298923869 | 0.65509881941953663424 |     4.6983879087392987 |     2.5750246296197207
 Yukon-Koyukuk Census Area |   2000 | 0.77721932343332252945 | 0.70968918604857028280 |     3.8329104857074612 |     2.7090266613341359
 Bear Lake County          |   2000 | 0.77847631806349518074 | 0.35649927561067777481 |     3.0303772976459207 |     2.6608059502965647
 Colleton County           |   2000 | 0.78247640023734056795 | 0.70322865307552357496 |     1.6815857626378807 |     1.5322236825394254
 Tuscaloosa County         |   2000 | 0.80022832696197697940 | 0.49235773391219720773 |     6.7501883921381265 |     4.2389757380314300
 Wadena County             |   2000 | 0.80438142745927789432 | 0.79259344978280623795 |     2.4045054087644808 | 0.85833575877078843582
 Stephenson County         |   2000 | 0.80540188226513817054 | 0.78729870447413375379 |     1.9595425164460113 | 0.72796756837596035469
