Timing is on.
 w_warehouse_sk | i_item_sk | d_moy |         mean         |          cov           | w_warehouse_sk | i_item_sk | d_moy |         mean         |          cov           
----------------+-----------+-------+----------------------+------------------------+----------------+-----------+-------+----------------------+------------------------
              1 |       178 |     1 | 353.0000000000000000 |     1.0277587601573059 |              1 |       178 |     2 | 381.3333333333333333 |     1.2011586889128776
              1 |       802 |     1 | 375.2000000000000000 |     1.0295670075563966 |              1 |       802 |     2 | 241.5000000000000000 |     1.1959373044859752
              1 |      1066 |     1 | 253.7500000000000000 |     1.1516085294143764 |              1 |      1066 |     2 | 400.5000000000000000 |     1.0162072182054457
              1 |      1454 |     1 | 228.0000000000000000 |     1.1202298754443684 |              1 |      1454 |     2 | 303.7500000000000000 |     1.0821260290826173
              1 |      1747 |     1 | 295.4000000000000000 |     1.0554639806621835 |              1 |      1747 |     2 | 343.5000000000000000 |     1.0021281719749316
              1 |      2362 |     1 | 208.6000000000000000 |     1.0427210397200144 |              1 |      2362 |     2 | 165.0000000000000000 |     1.3644038244388121
              1 |      2848 |     1 | 354.0000000000000000 |     1.0574559835467175 |              1 |      2848 |     2 | 365.0000000000000000 | 1.00083658007252054795
              1 |      3658 |     1 | 420.2000000000000000 |     1.0940743204993360 |              1 |      3658 |     2 | 352.2500000000000000 |     1.2242912538040710
              1 |      4004 |     1 | 291.2500000000000000 |     1.2286773355888755 |              1 |      4004 |     2 | 284.7500000000000000 |     1.1306651696377349
              1 |      4232 |     1 | 227.8000000000000000 |     1.3501284573398903 |              1 |      4232 |     2 | 354.0000000000000000 |     1.2624969799083983
              1 |      4585 |     1 | 217.8000000000000000 |     1.3009032390720386 |              1 |      4585 |     2 | 480.7500000000000000 |     1.0055180080433427
              1 |      4676 |     1 | 291.6000000000000000 |     1.1808904118794102 |              1 |      4676 |     2 | 282.2500000000000000 |     1.3489582331761134
              1 |      4964 |     1 | 265.3333333333333333 |     1.1574238621685879 |              1 |      4964 |     2 | 336.7500000000000000 |     1.2223547650834506
              1 |      5164 |     1 | 334.6666666666666667 |     1.0479502994710309 |              1 |      5164 |     2 | 363.5000000000000000 |     1.1141927191107345
              1 |      5425 |     1 | 310.6000000000000000 |     1.1341100947449968 |              1 |      5425 |     2 | 230.7500000000000000 |     1.5426060279776165
              1 |      5623 |     1 | 352.7500000000000000 |     1.2519648363184748 |              1 |      5623 |     2 | 338.5000000000000000 |     1.2010924585106145
              1 |      6076 |     1 | 223.2000000000000000 |     1.5448883646890995 |              1 |      6076 |     2 | 238.0000000000000000 |     1.1895209547072857
              1 |      6553 |     1 | 311.4000000000000000 |     1.0515821118437958 |              1 |      6553 |     2 | 235.5000000000000000 |     1.3657664342589045
              1 |      6886 |     1 | 421.2500000000000000 |     1.0889414773429365 |              1 |      6886 |     2 | 382.0000000000000000 |     1.0124969521548482
              1 |      9146 |     1 | 400.2000000000000000 |     1.0458254995871289 |              1 |      9146 |     2 | 285.2500000000000000 |     1.3745889437829869
              1 |      9589 |     1 | 359.5000000000000000 |     1.2026826971328901 |              1 |      9589 |     2 | 299.6666666666666667 |     1.3923275202205729
              1 |      9796 |     1 | 390.0000000000000000 |     1.2988198254015128 |              1 |      9796 |     2 | 246.5000000000000000 |     1.1076685195425355
              1 |     11737 |     1 | 257.4000000000000000 |     1.2949237221003458 |              1 |     11737 |     2 | 361.6666666666666667 |     1.0052367712411770
              1 |     12031 |     1 | 333.5000000000000000 |     1.0421001658914843 |              1 |     12031 |     2 | 180.2500000000000000 |     1.1490558546552621
              1 |     12049 |     1 | 271.8000000000000000 |     1.2566564344267697 |              1 |     12049 |     2 | 287.2500000000000000 |     1.5738075851099182
              1 |     12103 |     1 | 342.4000000000000000 |     1.0890805880476460 |              1 |     12103 |     2 | 302.2500000000000000 |     1.1332773810620976
              1 |     14602 |     1 | 307.3333333333333333 |     1.3653012681996996 |              1 |     14602 |     2 | 277.7500000000000000 |     1.1323017833796148
              1 |     14828 |     1 | 340.4000000000000000 |     1.1516886600532080 |              1 |     14828 |     2 | 188.5000000000000000 |     1.2733016471258515
              1 |     16138 |     1 | 342.4000000000000000 |     1.0784753371864690 |              1 |     16138 |     2 | 423.0000000000000000 |     1.0315801781863026
              1 |     16219 |     1 | 357.6000000000000000 |     1.0878661929324329 |              1 |     16219 |     2 | 268.0000000000000000 |     1.2958187552200485
              1 |     16540 |     1 | 211.4000000000000000 |     1.0382842009430842 |              1 |     16540 |     2 | 282.7500000000000000 |     1.1637113516323042
              1 |     18232 |     1 | 290.4000000000000000 |     1.1234411117058988 |              1 |     18232 |     2 | 377.0000000000000000 |     1.0335346717609496
              1 |     18320 |     1 | 280.2500000000000000 |     1.0112946700159465 |              1 |     18320 |     2 | 205.5000000000000000 |     1.2109229378566326
              1 |     18332 |     1 | 365.8000000000000000 |     1.0255300918705194 |              1 |     18332 |     2 | 326.7500000000000000 |     1.0036432022526611
              1 |     19364 |     1 | 419.5000000000000000 |     1.0380167940914041 |              1 |     19364 |     2 | 309.7500000000000000 |     1.1267609587398515
              1 |     19592 |     1 | 320.5000000000000000 |     1.1000154766128736 |              1 |     19592 |     2 | 427.0000000000000000 |     1.0060903739939953
              1 |     19957 |     1 | 316.2500000000000000 |     1.0282933133435289 |              1 |     19957 |     2 | 306.6666666666666667 |     1.3990853243464141
              1 |     20326 |     1 | 286.4000000000000000 |     1.3704077401356320 |              1 |     20326 |     2 | 249.5000000000000000 |     1.3275046863801804
              1 |     20731 |     1 | 271.4000000000000000 |     1.5244591092436146 |              1 |     20731 |     2 | 416.5000000000000000 |     1.0407519389231813
              1 |     20779 |     1 | 289.4000000000000000 |     1.1457889244070871 |              1 |     20779 |     2 | 280.3333333333333333 |     1.0318984489682747
              1 |     22352 |     1 | 340.4000000000000000 |     1.0431091610153202 |              1 |     22352 |     2 | 465.3333333333333333 |     1.0366463107538467
              1 |     22516 |     1 | 372.0000000000000000 |     1.1493730078494005 |              1 |     22516 |     2 | 341.7500000000000000 |     1.0875900321059751
              1 |     24643 |     1 | 309.8000000000000000 |     1.2078072970403841 |              1 |     24643 |     2 | 209.6666666666666667 |     1.5957465243437265
              1 |     25292 |     1 | 314.6000000000000000 |     1.2035686826934552 |              1 |     25292 |     2 | 304.5000000000000000 |     1.3165662288674778
              1 |     25393 |     1 | 398.5000000000000000 |     1.0106840101318494 |              1 |     25393 |     2 | 201.0000000000000000 |     1.0256602319545622
              1 |     25478 |     1 | 475.5000000000000000 |     1.0560526416901094 |              1 |     25478 |     2 | 404.3333333333333333 |     1.1453120147827049
              1 |     25552 |     1 | 401.2000000000000000 |     1.0454124620075723 |              1 |     25552 |     2 | 336.7500000000000000 |     1.0312047193713081
              1 |     25708 |     1 | 335.2000000000000000 |     1.0514711141100328 |              1 |     25708 |     2 | 211.0000000000000000 |     1.0347720172760142
              1 |     26354 |     1 | 252.4000000000000000 |     1.0848573900620563 |              1 |     26354 |     2 | 364.5000000000000000 |     1.0704148255176735
              1 |     27430 |     1 | 303.6000000000000000 |     1.0353815946283762 |              1 |     27430 |     2 | 411.2500000000000000 |     1.0090401698061787
              1 |     27580 |     1 | 396.2500000000000000 | 1.00082396303659305994 |              1 |     27580 |     2 | 186.2500000000000000 |     1.1913445485042309
              1 |     27920 |     1 | 376.2000000000000000 |     1.0797129469834237 |              1 |     27920 |     2 | 381.2500000000000000 |     1.0737801859988695
              1 |     28123 |     1 | 212.2000000000000000 |     1.5717962090873940 |              1 |     28123 |     2 | 406.7500000000000000 |     1.0243875435101955
              1 |     29786 |     1 | 383.7500000000000000 | 1.00023375058071661238 |              1 |     29786 |     2 | 242.0000000000000000 |     1.1293094346520124
              1 |     30524 |     1 | 348.4000000000000000 |     1.1341404536491935 |              1 |     30524 |     2 | 401.0000000000000000 |     1.0448391738040224
              1 |     31282 |     1 | 333.2000000000000000 |     1.0180583423359754 |              1 |     31282 |     2 | 402.0000000000000000 |     1.0348677278178408
              1 |     32522 |     1 | 418.0000000000000000 |     1.1475700267028038 |              1 |     32522 |     2 | 284.7500000000000000 |     1.1941309843723582
              1 |     33049 |     1 | 267.0000000000000000 |     1.2842128101551610 |              1 |     33049 |     2 | 316.7500000000000000 |     1.1141927479416543
              1 |     34801 |     1 | 356.0000000000000000 |     1.2582545277121067 |              1 |     34801 |     2 | 218.5000000000000000 |     1.6341279248196247
              1 |     34972 |     1 | 196.6000000000000000 |     1.0478782486064802 |              1 |     34972 |     2 | 328.7500000000000000 |     1.3523786407554251
              1 |     35474 |     1 | 234.8000000000000000 |     1.3648516141560988 |              1 |     35474 |     2 | 452.0000000000000000 |     1.0847674000514934
              1 |     35533 |     1 | 313.0000000000000000 |     1.0502462953881981 |              1 |     35533 |     2 | 371.2500000000000000 |     1.1763025466057643
              1 |     36964 |     1 | 343.4000000000000000 |     1.0631329478115463 |              1 |     36964 |     2 | 291.5000000000000000 |     1.1601437520224837
              1 |     37508 |     1 | 363.0000000000000000 |     1.1500533337551873 |              1 |     37508 |     2 | 240.2500000000000000 |     1.5728374920464516
              1 |     37834 |     1 | 336.0000000000000000 |     1.1076827600620923 |              1 |     37834 |     2 | 196.0000000000000000 |     1.4930684632890408
              1 |     38269 |     1 | 401.5000000000000000 |     1.0296572499116339 |              1 |     38269 |     2 | 429.6666666666666667 |     1.1165541817177401
              1 |     38887 |     1 | 394.8000000000000000 |     1.0786979057638576 |              1 |     38887 |     2 | 283.7500000000000000 |     1.0266395458679718
              1 |     39254 |     1 | 157.2500000000000000 |     1.7889453730216534 |              1 |     39254 |     2 | 268.2500000000000000 |     1.1265820760719553
              1 |     40144 |     1 | 391.2000000000000000 |     1.1778726706987219 |              1 |     40144 |     2 | 367.5000000000000000 |     1.0680367433172245
              1 |     40255 |     1 | 321.0000000000000000 |     1.0475306602095950 |              1 |     40255 |     2 | 119.5000000000000000 |     1.3195381774443515
              1 |     41798 |     1 | 209.0000000000000000 |     1.1920119038153445 |              1 |     41798 |     2 | 470.7500000000000000 |     1.0264955384208667
              1 |     42313 |     1 | 260.7500000000000000 |     1.1658356246957315 |              1 |     42313 |     2 | 227.0000000000000000 |     1.3064775170257401
              1 |     42494 |     1 | 338.4000000000000000 |     1.0906489421137559 |              1 |     42494 |     2 | 216.3333333333333333 |     1.1574930956186626
              1 |     43442 |     1 | 373.8000000000000000 |     1.1085991904092643 |              1 |     43442 |     2 | 377.0000000000000000 |     1.1534649817060424
              1 |     43621 |     1 | 300.2500000000000000 |     1.2975372869394138 |              1 |     43621 |     2 | 299.7500000000000000 |     1.1076043120641301
              1 |     44650 |     1 | 231.0000000000000000 |     1.0512886965005108 |              1 |     44650 |     2 |  78.3333333333333333 |     1.1261812871534632
              1 |     45496 |     1 | 201.4000000000000000 |     1.3840414184433615 |              1 |     45496 |     2 | 369.7500000000000000 |     1.1119563438572116
              1 |     45793 |     1 | 342.0000000000000000 |     1.1631603203559327 |              1 |     45793 |     2 | 171.7500000000000000 |     1.3917513603872664
              2 |        31 |     1 | 340.2000000000000000 |     1.1393997256902322 |              2 |        31 |     2 | 330.2500000000000000 |     1.1956032294387192
              2 |       296 |     1 | 420.0000000000000000 |     1.1148744374761976 |              2 |       296 |     2 | 317.2500000000000000 |     1.0051500733841166
              2 |      1717 |     1 | 254.0000000000000000 |     1.2471556080915591 |              2 |      1717 |     2 | 431.3333333333333333 |     1.1384708281125858
              2 |      2282 |     1 | 306.0000000000000000 |     1.2211054455371275 |              2 |      2282 |     2 | 221.7500000000000000 |     1.1786579385113687
              2 |      4051 |     1 | 216.8000000000000000 |     1.3769566576285240 |              2 |      4051 |     2 | 333.2500000000000000 |     1.0904094056930953
              2 |      5632 |     1 | 393.8000000000000000 |     1.2456996462638040 |              2 |      5632 |     2 | 291.5000000000000000 |     1.4250257041093173
              2 |      7870 |     1 | 375.0000000000000000 |     1.0247520386614213 |              2 |      7870 |     2 | 243.2500000000000000 |     1.1144283817456773
              2 |      8188 |     1 | 280.7500000000000000 |     1.0658494202467248 |              2 |      8188 |     2 | 404.3333333333333333 |     1.1609074536193504
              2 |      8437 |     1 | 314.0000000000000000 |     1.1237955087517866 |              2 |      8437 |     2 | 294.2500000000000000 |     1.2370009266947222
              2 |      8804 |     1 | 265.2500000000000000 |     1.3160634493592158 |              2 |      8804 |     2 | 379.0000000000000000 |     1.2003044241320554
              2 |      9049 |     1 | 333.6000000000000000 |     1.0711816267658423 |              2 |      9049 |     2 | 336.3333333333333333 |     1.4835915626599415
              2 |      9067 |     1 | 307.6000000000000000 |     1.1622625417489337 |              2 |      9067 |     2 | 421.5000000000000000 |     1.0276943666226572
              2 |     10190 |     1 | 364.0000000000000000 |     1.0083652647652637 |              2 |     10190 |     2 | 297.6666666666666667 |     1.0438273967969462
              2 |     12454 |     1 | 356.0000000000000000 |     1.0627410945337809 |              2 |     12454 |     2 | 279.7500000000000000 |     1.1540705270026738
              2 |     12776 |     1 | 315.8000000000000000 |     1.0783254181547562 |              2 |     12776 |     2 | 339.3333333333333333 |     1.1611837154448389
              2 |     13276 |     1 | 379.6000000000000000 |     1.0772480043451344 |              2 |     13276 |     2 | 256.2500000000000000 |     1.0685292086973502
              2 |     14230 |     1 | 289.5000000000000000 |     1.2394274643340864 |              2 |     14230 |     2 | 309.6666666666666667 |     1.1584532268636426
              2 |     14350 |     1 | 159.2000000000000000 |     1.4244217528941080 |              2 |     14350 |     2 | 258.5000000000000000 |     1.0038889694280774
              2 |     15560 |     1 | 112.0000000000000000 |     1.5307401448830089 |              2 |     15560 |     2 | 110.0000000000000000 |     1.1052466909852636
              2 |     16183 |     1 | 331.2000000000000000 |     1.0522275850741214 |              2 |     16183 |     2 | 308.7500000000000000 |     1.1455407697193231
              2 |     16519 |     1 | 411.0000000000000000 |     1.0768959246076034 |              2 |     16519 |     2 | 372.0000000000000000 |     1.0522971841181237
              2 |     16622 |     1 | 255.8000000000000000 |     1.0575675697942103 |              2 |     16622 |     2 | 338.2500000000000000 |     1.0060062780814013
              2 |     17380 |     1 | 243.4000000000000000 |     1.2853142523407560 |              2 |     17380 |     2 | 302.7500000000000000 |     1.3277087533350652
              2 |     17558 |     1 | 316.7500000000000000 |     1.3389633179844041 |              2 |     17558 |     2 | 279.2500000000000000 |     1.0085787310754521
              2 |     17594 |     1 | 376.7500000000000000 |     1.0658454707219403 |              2 |     17594 |     2 | 233.3333333333333333 |     1.0348587599577171
              2 |     18614 |     1 | 390.5000000000000000 |     1.0046302873222971 |              2 |     18614 |     2 | 350.7500000000000000 |     1.2346135494652944
              2 |     19663 |     1 | 352.2000000000000000 |     1.0340172108483702 |              2 |     19663 |     2 | 379.2500000000000000 |     1.0967441002737034
              2 |     20263 |     1 | 296.6000000000000000 |     1.0330457543968780 |              2 |     20263 |     2 | 321.2500000000000000 |     1.3889813094522708
              2 |     20534 |     1 | 313.4000000000000000 |     1.0618631794953829 |              2 |     20534 |     2 | 332.5000000000000000 |     1.1142833466908030
              2 |     20686 |     1 | 294.2500000000000000 |     1.0081278463645811 |              2 |     20686 |     2 | 414.3333333333333333 |     1.0215369683796420
              2 |     20749 |     1 | 327.2500000000000000 |     1.1381340248130634 |              2 |     20749 |     2 | 386.0000000000000000 |     1.0223657072340233
              2 |     20821 |     1 | 379.4000000000000000 |     1.1489298977157723 |              2 |     20821 |     2 | 404.0000000000000000 |     1.1046677794036807
              2 |     21097 |     1 | 423.0000000000000000 |     1.1808102421613830 |              2 |     21097 |     2 | 140.5000000000000000 |     1.2470826042254804
              2 |     21890 |     1 | 319.8000000000000000 |     1.0090071673797655 |              2 |     21890 |     2 | 390.7500000000000000 |     1.0979202423800640
              2 |     22387 |     1 | 408.8000000000000000 |     1.0007469799440802 |              2 |     22387 |     2 | 305.0000000000000000 |     1.4460788214054787
              2 |     22726 |     1 | 388.2500000000000000 |     1.1164040286117939 |              2 |     22726 |     2 | 333.0000000000000000 |     1.3228606012655255
              2 |     22786 |     1 | 369.8000000000000000 |     1.0269122661373148 |              2 |     22786 |     2 | 344.6666666666666667 |     1.2548157443003066
              2 |     22844 |     1 | 334.0000000000000000 |     1.0317604486449132 |              2 |     22844 |     2 | 313.5000000000000000 |     1.0631616112104466
              2 |     23068 |     1 | 456.0000000000000000 |     1.0042686478637961 |              2 |     23068 |     2 | 382.2500000000000000 |     1.1104558025048084
              2 |     24436 |     1 | 349.2000000000000000 |     1.1813181635399427 |              2 |     24436 |     2 | 254.5000000000000000 |     1.2343860018221650
              2 |     25039 |     1 | 444.2000000000000000 |     1.1015508788588699 |              2 |     25039 |     2 | 413.0000000000000000 |     1.0502633547734165
              2 |     25612 |     1 | 342.5000000000000000 |     1.2483029487402891 |              2 |     25612 |     2 | 309.7500000000000000 |     1.0026430953597094
              2 |     26456 |     1 | 301.0000000000000000 |     1.3207139672024153 |              2 |     26456 |     2 | 335.2500000000000000 |     1.0970568897016316
              2 |     26521 |     1 | 316.0000000000000000 |     1.0454666840759146 |              2 |     26521 |     2 | 275.5000000000000000 |     1.2693816536488893
              2 |     26818 |     1 | 458.8000000000000000 |     1.0565181859294638 |              2 |     26818 |     2 | 315.5000000000000000 |     1.2967243353957559
              2 |     26908 |     1 | 174.0000000000000000 |     1.0354162454910920 |              2 |     26908 |     2 | 318.0000000000000000 |     1.1431008652330126
              2 |     27970 |     1 | 229.6000000000000000 |     1.0666757775278441 |              2 |     27970 |     2 | 447.0000000000000000 |     1.0607801931410403
              2 |     28406 |     1 | 414.4000000000000000 |     1.1038516306907698 |              2 |     28406 |     2 | 254.2500000000000000 |     1.0844163772833392
              2 |     29689 |     1 | 349.6000000000000000 |     1.1566106552441533 |              2 |     29689 |     2 | 297.5000000000000000 |     1.3868537153009311
              2 |     29785 |     1 | 329.4000000000000000 |     1.1085546783446084 |              2 |     29785 |     2 | 376.7500000000000000 |     1.0687674770668215
              2 |     31033 |     1 | 301.4000000000000000 |     1.0735554796464399 |              2 |     31033 |     2 | 352.7500000000000000 |     1.1259685616007116
              2 |     31784 |     1 | 256.8000000000000000 |     1.3369588613357360 |              2 |     31784 |     2 | 475.0000000000000000 | 1.00170565525004631579
