Timing is on.
 prev_year | year | i_brand_id | i_class_id | i_category_id | i_manufact_id | prev_yr_cnt | curr_yr_cnt | sales_cnt_diff | sales_amt_diff 
-----------+------+------------+------------+---------------+---------------+-------------+-------------+----------------+----------------
      1998 | 1999 |    7015002 |         15 |             7 |           570 |        8883 |        5837 |          -3046 |     -145041.39
      1998 | 1999 |    7011002 |         11 |             7 |           300 |        9221 |        6377 |          -2844 |     -181246.67
      1998 | 1999 |    7014003 |         14 |             7 |           250 |        8290 |        5503 |          -2787 |      -57820.61
      1998 | 1999 |    7003003 |          3 |             7 |           648 |        8709 |        6049 |          -2660 |     -194441.35
      1998 | 1999 |    7007005 |          7 |             7 |            84 |        8544 |        5935 |          -2609 |     -185791.49
      1998 | 1999 |    7005010 |          5 |             7 |            61 |        8471 |        5963 |          -2508 |     -126452.09
      1998 | 1999 |    7012007 |         12 |             7 |           303 |        8672 |        6175 |          -2497 |      -58868.43
      1998 | 1999 |    7006010 |          6 |             7 |           174 |        8549 |        6060 |          -2489 |      -23030.79
      1998 | 1999 |    7015006 |         15 |             7 |           605 |        8595 |        6110 |          -2485 |     -103725.44
      1998 | 1999 |    7009005 |          9 |             7 |           654 |        7810 |        5421 |          -2389 |      -86130.73
      1998 | 1999 |    7016003 |         16 |             7 |            94 |        8663 |        6278 |          -2385 |      -67198.16
      1998 | 1999 |    7002004 |          2 |             7 |           636 |        8489 |        6136 |          -2353 |      -59437.60
      1998 | 1999 |    7001005 |          1 |             7 |           103 |        8518 |        6272 |          -2246 |      -83797.62
      1998 | 1999 |    7014008 |         14 |             7 |            13 |        8343 |        6141 |          -2202 |     -161445.06
      1998 | 1999 |    7008007 |          8 |             7 |            17 |        7794 |        5621 |          -2173 |      -68111.73
      1998 | 1999 |    7011006 |         11 |             7 |           109 |        7695 |        5535 |          -2160 |      -58606.63
      1998 | 1999 |    7012005 |         12 |             7 |           488 |        9214 |        7088 |          -2126 |      -43915.77
      1998 | 1999 |    7004004 |          4 |             7 |           134 |        8299 |        6188 |          -2111 |     -141111.94
      1998 | 1999 |    7012009 |         12 |             7 |           169 |        9014 |        6917 |          -2097 |      -59035.39
      1998 | 1999 |    7002005 |          2 |             7 |           129 |        8078 |        5988 |          -2090 |      -61594.01
      1998 | 1999 |    7010002 |         10 |             7 |           263 |        8475 |        6385 |          -2090 |      -40224.43
      1998 | 1999 |    7004009 |          4 |             7 |           304 |        8572 |        6520 |          -2052 |      -72412.40
      1998 | 1999 |    7007002 |          7 |             7 |           227 |        7613 |        5587 |          -2026 |     -101894.66
      1998 | 1999 |    7003010 |          3 |             7 |           285 |        9325 |        7306 |          -2019 |      -16804.62
      1998 | 1999 |    7005005 |          5 |             7 |           217 |        9169 |        7154 |          -2015 |     -109104.30
      1998 | 1999 |    7003009 |          3 |             7 |           528 |        8397 |        6391 |          -2006 |     -126135.73
      1998 | 1999 |    7005009 |          5 |             7 |           451 |        8393 |        6414 |          -1979 |     -135916.31
      1998 | 1999 |    7004001 |          4 |             7 |           697 |        8308 |        6365 |          -1943 |     -110153.07
      1998 | 1999 |    7010005 |         10 |             7 |           837 |        7817 |        5898 |          -1919 |      -63161.01
      1998 | 1999 |    7006005 |          6 |             7 |           528 |        7469 |        5557 |          -1912 |      -92227.03
      1998 | 1999 |    7009002 |          9 |             7 |           255 |        8693 |        6781 |          -1912 |      -62961.97
      1998 | 1999 |    7014007 |         14 |             7 |           981 |        8700 |        6789 |          -1911 |      -90560.47
      1998 | 1999 |    7016007 |         16 |             7 |           288 |        7882 |        5995 |          -1887 |      -40551.35
      1998 | 1999 |    7003007 |          3 |             7 |           401 |        7719 |        5842 |          -1877 |      -50663.20
      1998 | 1999 |    7009001 |          9 |             7 |           242 |        8141 |        6271 |          -1870 |     -162453.06
      1998 | 1999 |    7005003 |          5 |             7 |           508 |        8616 |        6751 |          -1865 |      -20832.52
      1998 | 1999 |    7012005 |         12 |             7 |           159 |        8089 |        6241 |          -1848 |      -54846.01
      1998 | 1999 |    7004007 |          4 |             7 |           248 |        8491 |        6656 |          -1835 |      -63684.14
      1998 | 1999 |    7011001 |         11 |             7 |           235 |        8277 |        6466 |          -1811 |      -45082.98
      1998 | 1999 |    7016009 |         16 |             7 |           326 |        7664 |        5857 |          -1807 |      -45350.60
      1998 | 1999 |    7014008 |         14 |             7 |           816 |        8223 |        6433 |          -1790 |      -58314.41
      1998 | 1999 |    7013010 |         13 |             7 |           199 |        8250 |        6466 |          -1784 |     -115019.07
      1998 | 1999 |    7013010 |         13 |             7 |           472 |        7650 |        5870 |          -1780 |     -106812.80
      1998 | 1999 |    7010003 |         10 |             7 |           198 |        7327 |        5556 |          -1771 |     -115255.39
      1998 | 1999 |    7006003 |          6 |             7 |           298 |        8713 |        6966 |          -1747 |      -79000.65
      1998 | 1999 |    7006002 |          6 |             7 |           513 |        7162 |        5423 |          -1739 |      -57516.32
      1998 | 1999 |    7006004 |          6 |             7 |           458 |        7654 |        5919 |          -1735 |      -51534.41
      1998 | 1999 |    7012006 |         12 |             7 |            65 |        8602 |        6872 |          -1730 |      -87834.29
      1998 | 1999 |    7001006 |          1 |             7 |           482 |        7576 |        5859 |          -1717 |      -51974.99
      1998 | 1999 |    7002010 |          2 |             7 |           107 |        8278 |        6570 |          -1708 |     -160028.71
      1998 | 1999 |    7009005 |          9 |             7 |           220 |        8895 |        7197 |          -1698 |      -78787.02
      1998 | 1999 |    7015008 |         15 |             7 |           286 |        8322 |        6627 |          -1695 |     -111013.51
      1998 | 1999 |    7011009 |         11 |             7 |           444 |        8077 |        6395 |          -1682 |      -31039.39
      1998 | 1999 |    7009009 |          9 |             7 |           294 |        7614 |        5935 |          -1679 |      -70247.80
      1998 | 1999 |    7001009 |          1 |             7 |           260 |        8127 |        6450 |          -1677 |      -92741.25
      1998 | 1999 |    7009003 |          9 |             7 |           912 |        8626 |        6959 |          -1667 |     -118091.35
      1998 | 1999 |    7013010 |         13 |             7 |           896 |        7017 |        5362 |          -1655 |       -5675.90
      1998 | 1999 |    7011010 |         11 |             7 |            56 |        7431 |        5784 |          -1647 |      -95003.80
      1998 | 1999 |    7003004 |          3 |             7 |           288 |        7553 |        5910 |          -1643 |      -47628.05
      1998 | 1999 |    7010005 |         10 |             7 |           560 |        8185 |        6551 |          -1634 |     -163755.83
      1998 | 1999 |    7009009 |          9 |             7 |            10 |        7914 |        6293 |          -1621 |      -75422.83
      1998 | 1999 |    7002002 |          2 |             7 |           289 |        8931 |        7323 |          -1608 |        6431.83
      1998 | 1999 |    7001005 |          1 |             7 |           127 |        7990 |        6390 |          -1600 |      -29835.85
      1998 | 1999 |    7006009 |          6 |             7 |           231 |        7692 |        6108 |          -1584 |      -16387.90
      1998 | 1999 |    7009002 |          9 |             7 |           233 |        8274 |        6694 |          -1580 |      -92203.51
      1998 | 1999 |    7004009 |          4 |             7 |           411 |        7029 |        5465 |          -1564 |      -10157.01
      1998 | 1999 |    7011002 |         11 |             7 |           329 |        7667 |        6116 |          -1551 |      -46290.51
      1998 | 1999 |    7001004 |          1 |             7 |           200 |        8071 |        6522 |          -1549 |      -98586.38
      1998 | 1999 |    7016003 |         16 |             7 |           860 |        8363 |        6821 |          -1542 |     -133144.32
